Hidden_Nodes,Activation,Lambda_Value,Data_Seed,Fold,ELM_Seed,Accuracy,Precision,Recall,NPV,Specificity,F1-Score,F2-Score,Bal Accuracy,MCC
58,sigmoid,0.00390625,2,2,42,0.6078431372549019,0.631578947368421,0.48,0.59375,0.7307692307692307,0.5454545454545454,0.5042016806722689,0.6053846153846154,0.2179275313192039
58,sigmoid,0.00390625,2,2,43,0.6078431372549019,0.6,0.6,0.6153846153846154,0.6153846153846154,0.6,0.6,0.6076923076923078,0.2153846153846154
58,sigmoid,0.00390625,2,2,44,0.6274509803921569,0.65,0.52,0.6129032258064516,0.7307692307692307,0.5777777777777777,0.5416666666666666,0.6253846153846154,0.2567645608378097
58,sigmoid,0.00390625,2,3,41,0.803921568627451,0.7777777777777778,0.84,0.8333333333333334,0.7692307692307693,0.8076923076923077,0.8267716535433071,0.8046153846153846,0.610170215847752
58,sigmoid,0.00390625,2,3,42,0.7843137254901961,0.7916666666666666,0.76,0.7777777777777778,0.8076923076923077,0.7755102040816326,0.7661290322580645,0.7838461538461539,0.5685677011308599
58,sigmoid,0.00390625,2,3,43,0.7450980392156863,0.7142857142857143,0.8,0.782608695652174,0.6923076923076923,0.7547169811320755,0.78125,0.7461538461538462,0.49459573418814906
58,sigmoid,0.00390625,2,3,44,0.7843137254901961,0.7692307692307693,0.8,0.8,0.7692307692307693,0.7843137254901961,0.7936507936507936,0.7846153846153847,0.5692307692307692
58,sigmoid,0.00390625,2,4,41,0.8627450980392157,0.95,0.76,0.8064516129032258,0.9615384615384616,0.8444444444444444,0.7916666666666666,0.8607692307692307,0.7387888284229002
58,sigmoid,0.00390625,2,4,42,0.7450980392156863,0.8,0.64,0.7096774193548387,0.8461538461538461,0.7111111111111111,0.6666666666666666,0.7430769230769231,0.49777669463035495
58,sigmoid,0.00390625,2,4,43,0.8235294117647058,0.8636363636363636,0.76,0.7931034482758621,0.8846153846153846,0.8085106382978723,0.7786885245901639,0.8223076923076923,0.6506493575252608
58,sigmoid,0.00390625,2,4,44,0.7843137254901961,0.85,0.68,0.7419354838709677,0.8846153846153846,0.7555555555555555,0.7083333333333334,0.7823076923076924,0.5781140725612034
58,sigmoid,0.00390625,3,0,41,0.803921568627451,0.8076923076923077,0.8076923076923077,0.8,0.8,0.8076923076923077,0.8076923076923077,0.8038461538461539,0.6076923076923076
58,sigmoid,0.00390625,3,0,42,0.803921568627451,0.8076923076923077,0.8076923076923077,0.8,0.8,0.8076923076923077,0.8076923076923077,0.8038461538461539,0.6076923076923076
58,sigmoid,0.00390625,3,0,43,0.7843137254901961,0.7586206896551724,0.8461538461538461,0.8181818181818182,0.72,0.8,0.8270676691729323,0.783076923076923,0.5714533736737374
58,sigmoid,0.00390625,3,0,44,0.8235294117647058,0.84,0.8076923076923077,0.8076923076923077,0.84,0.8235294117647058,0.813953488372093,0.8238461538461539,0.6476923076923077
58,sigmoid,0.00390625,3,1,41,0.6666666666666666,0.7857142857142857,0.44,0.6216216216216216,0.8846153846153846,0.5641025641025641,0.4824561403508772,0.6623076923076923,0.3636309973414013
58,sigmoid,0.00390625,3,1,42,0.6274509803921569,0.75,0.36,0.5897435897435898,0.8846153846153846,0.4864864864864865,0.4017857142857143,0.6223076923076922,0.2882819954068232
58,sigmoid,0.00390625,3,1,43,0.6470588235294118,0.7692307692307693,0.4,0.6052631578947368,0.8846153846153846,0.5263157894736842,0.4424778761061947,0.6423076923076922,0.3264762366619533
58,sigmoid,0.00390625,3,1,44,0.6666666666666666,0.75,0.48,0.6285714285714286,0.8461538461538461,0.5853658536585366,0.5172413793103449,0.6630769230769231,0.35138657838985177
58,sigmoid,0.00390625,3,2,41,0.8431372549019608,0.8148148148148148,0.88,0.875,0.8076923076923077,0.8461538461538461,0.8661417322834646,0.8438461538461539,0.6887527436463262
58,sigmoid,0.00390625,3,2,42,0.803921568627451,0.7777777777777778,0.84,0.8333333333333334,0.7692307692307693,0.8076923076923077,0.8267716535433071,0.8046153846153846,0.610170215847752
58,sigmoid,0.00390625,3,2,43,0.7843137254901961,0.75,0.84,0.8260869565217391,0.7307692307692307,0.7924528301886793,0.8203125,0.7853846153846153,0.5734219293243853
58,sigmoid,0.00390625,3,2,44,0.6470588235294118,0.6296296296296297,0.68,0.6666666666666666,0.6153846153846154,0.6538461538461539,0.6692913385826772,0.6476923076923078,0.29584010465345556
58,sigmoid,0.00390625,3,3,41,0.8431372549019608,0.9473684210526315,0.72,0.78125,0.9615384615384616,0.8181818181818182,0.7563025210084033,0.8407692307692307,0.7046853749956739
58,sigmoid,0.00390625,3,3,42,0.7843137254901961,0.8181818181818182,0.72,0.7586206896551724,0.8461538461538461,0.7659574468085106,0.7377049180327869,0.783076923076923,0.5714533736737374
58,sigmoid,0.00390625,3,3,43,0.8235294117647058,0.9,0.72,0.7741935483870968,0.9230769230769231,0.8,0.75,0.8215384615384616,0.6584514504920518
58,sigmoid,0.00390625,3,3,44,0.7254901960784313,0.7894736842105263,0.6,0.6875,0.8461538461538461,0.6818181818181818,0.6302521008403361,0.7230769230769231,0.4613064531574389
58,sigmoid,0.00390625,3,4,41,0.7254901960784313,0.7894736842105263,0.6,0.6875,0.8461538461538461,0.6818181818181818,0.6302521008403361,0.7230769230769231,0.4613064531574389
58,sigmoid,0.00390625,3,4,42,0.7450980392156863,0.8,0.64,0.7096774193548387,0.8461538461538461,0.7111111111111111,0.6666666666666666,0.7430769230769231,0.49777669463035495
58,sigmoid,0.00390625,3,4,43,0.6862745098039216,0.6956521739130435,0.64,0.6785714285714286,0.7307692307692307,0.6666666666666666,0.6504065040650406,0.6853846153846154,0.3724924123104497
58,sigmoid,0.00390625,3,4,44,0.6078431372549019,0.5925925925925926,0.64,0.625,0.5769230769230769,0.6153846153846154,0.6299212598425197,0.6084615384615384,0.21725757685488142
58,sigmoid,0.0078125,1,0,41,0.7450980392156863,0.7407407407407407,0.7692307692307693,0.75,0.72,0.7547169811320755,0.7633587786259542,0.7446153846153847,0.48998517333228575
58,sigmoid,0.0078125,1,0,42,0.7647058823529411,0.8181818181818182,0.6923076923076923,0.7241379310344828,0.84,0.75,0.7142857142857143,0.7661538461538462,0.5372904002475901
58,sigmoid,0.0078125,1,0,43,0.6666666666666666,0.6551724137931034,0.7307692307692307,0.6818181818181818,0.6,0.6909090909090909,0.7142857142857143,0.6653846153846154,0.33386542211916725
58,sigmoid,0.0078125,1,0,44,0.7647058823529411,0.8181818181818182,0.6923076923076923,0.7241379310344828,0.84,0.75,0.7142857142857143,0.7661538461538462,0.5372904002475901
58,sigmoid,0.0078125,1,1,41,0.7450980392156863,0.8,0.64,0.7096774193548387,0.8461538461538461,0.7111111111111111,0.6666666666666666,0.7430769230769231,0.49777669463035495
58,sigmoid,0.0078125,1,1,42,0.6470588235294118,0.7333333333333333,0.44,0.6111111111111112,0.8461538461538461,0.55,0.4782608695652174,0.6430769230769231,0.31394920379593666
58,sigmoid,0.0078125,1,1,43,0.7843137254901961,0.8181818181818182,0.72,0.7586206896551724,0.8461538461538461,0.7659574468085106,0.7377049180327869,0.783076923076923,0.5714533736737374
58,sigmoid,0.0078125,1,1,44,0.6274509803921569,0.6666666666666666,0.48,0.6060606060606061,0.7692307692307693,0.5581395348837209,0.5084745762711864,0.6246153846153846,0.2607144567760445
58,sigmoid,0.0078125,1,2,41,0.8431372549019608,0.8695652173913043,0.8,0.8214285714285714,0.8846153846153846,0.8333333333333334,0.8130081300813008,0.8423076923076923,0.6877971928553948
58,sigmoid,0.0078125,1,2,42,0.7058823529411765,0.6785714285714286,0.76,0.7391304347826086,0.6538461538461539,0.7169811320754716,0.7421875,0.706923076923077,0.4157695390519128
58,sigmoid,0.0078125,1,2,43,0.7450980392156863,0.7142857142857143,0.8,0.782608695652174,0.6923076923076923,0.7547169811320755,0.78125,0.7461538461538462,0.49459573418814906
58,sigmoid,0.0078125,1,2,44,0.8235294117647058,0.8076923076923077,0.84,0.84,0.8076923076923077,0.8235294117647058,0.8333333333333334,0.8238461538461539,0.6476923076923077
58,sigmoid,0.0078125,1,3,41,0.7058823529411765,0.75,0.6,0.6774193548387096,0.8076923076923077,0.6666666666666666,0.625,0.7038461538461538,0.4174393166995065
58,sigmoid,0.0078125,1,3,42,0.6666666666666666,0.6666666666666666,0.64,0.6666666666666666,0.6923076923076923,0.6530612244897959,0.6451612903225806,0.6661538461538461,0.3328201177351375
58,sigmoid,0.0078125,1,3,43,0.6470588235294118,0.6521739130434783,0.6,0.6428571428571429,0.6923076923076923,0.625,0.6097560975609756,0.6461538461538461,0.2936662171742135
58,sigmoid,0.0078125,1,3,44,0.6666666666666666,0.6538461538461539,0.68,0.68,0.6538461538461539,0.6666666666666666,0.6746031746031746,0.666923076923077,0.33384615384615385
58,sigmoid,0.0078125,1,4,41,0.8431372549019608,0.9047619047619048,0.76,0.8,0.9230769230769231,0.8260869565217391,0.7851239669421488,0.8415384615384616,0.6938347017889732
58,sigmoid,0.0078125,1,4,42,0.7450980392156863,0.7727272727272727,0.68,0.7241379310344828,0.8076923076923077,0.723404255319149,0.6967213114754098,0.7438461538461538,0.492257389822214
58,sigmoid,0.0078125,1,4,43,0.803921568627451,0.8260869565217391,0.76,0.7857142857142857,0.8461538461538461,0.7916666666666666,0.7723577235772358,0.803076923076923,0.6089709977191585
58,sigmoid,0.0078125,1,4,44,0.7254901960784313,0.7619047619047619,0.64,0.7,0.8076923076923077,0.6956521739130435,0.6611570247933884,0.7238461538461538,0.45474301401034056
58,sigmoid,0.0078125,2,0,41,0.803921568627451,0.8076923076923077,0.8076923076923077,0.8,0.8,0.8076923076923077,0.8076923076923077,0.8038461538461539,0.6076923076923076
58,sigmoid,0.0078125,2,0,42,0.8235294117647058,0.8695652173913043,0.7692307692307693,0.7857142857142857,0.88,0.8163265306122449,0.7874015748031497,0.8246153846153846,0.6522481244606215
58,sigmoid,0.0078125,2,0,43,0.8235294117647058,0.8695652173913043,0.7692307692307693,0.7857142857142857,0.88,0.8163265306122449,0.7874015748031497,0.8246153846153846,0.6522481244606215
58,sigmoid,0.0078125,2,0,44,0.7843137254901961,0.8,0.7692307692307693,0.7692307692307693,0.8,0.7843137254901961,0.7751937984496124,0.7846153846153847,0.5692307692307692
58,sigmoid,0.0078125,2,1,41,0.6666666666666666,0.6818181818181818,0.6,0.6551724137931034,0.7307692307692307,0.6382978723404256,0.6147540983606558,0.6653846153846154,0.33386542211916725
58,sigmoid,0.0078125,2,1,42,0.7647058823529411,0.782608695652174,0.72,0.75,0.8076923076923077,0.75,0.7317073170731707,0.7638461538461538,0.5301448025829223
58,sigmoid,0.0078125,2,1,43,0.7843137254901961,0.75,0.84,0.8260869565217391,0.7307692307692307,0.7924528301886793,0.8203125,0.7853846153846153,0.5734219293243853
58,sigmoid,0.0078125,2,1,44,0.7647058823529411,0.782608695652174,0.72,0.75,0.8076923076923077,0.75,0.7317073170731707,0.7638461538461538,0.5301448025829223
58,sigmoid,0.0078125,2,2,41,0.6666666666666666,0.6818181818181818,0.6,0.6551724137931034,0.7307692307692307,0.6382978723404256,0.6147540983606558,0.6653846153846154,0.33386542211916725
58,sigmoid,0.0078125,2,2,42,0.6274509803921569,0.65,0.52,0.6129032258064516,0.7307692307692307,0.5777777777777777,0.5416666666666666,0.6253846153846154,0.2567645608378097
58,sigmoid,0.0078125,2,2,43,0.6078431372549019,0.6,0.6,0.6153846153846154,0.6153846153846154,0.6,0.6,0.6076923076923078,0.2153846153846154
58,sigmoid,0.0078125,2,2,44,0.6078431372549019,0.631578947368421,0.48,0.59375,0.7307692307692307,0.5454545454545454,0.5042016806722689,0.6053846153846154,0.2179275313192039
58,sigmoid,0.0078125,2,3,41,0.8235294117647058,0.8076923076923077,0.84,0.84,0.8076923076923077,0.8235294117647058,0.8333333333333334,0.8238461538461539,0.6476923076923077
58,sigmoid,0.0078125,2,3,42,0.7843137254901961,0.7916666666666666,0.76,0.7777777777777778,0.8076923076923077,0.7755102040816326,0.7661290322580645,0.7838461538461539,0.5685677011308599
58,sigmoid,0.0078125,2,3,43,0.7647058823529411,0.7241379310344828,0.84,0.8181818181818182,0.6923076923076923,0.7777777777777778,0.813953488372093,0.7661538461538462,0.5372904002475901
58,sigmoid,0.0078125,2,3,44,0.7843137254901961,0.7692307692307693,0.8,0.8,0.7692307692307693,0.7843137254901961,0.7936507936507936,0.7846153846153847,0.5692307692307692
58,sigmoid,0.0078125,2,4,41,0.8431372549019608,0.9047619047619048,0.76,0.8,0.9230769230769231,0.8260869565217391,0.7851239669421488,0.8415384615384616,0.6938347017889732
58,sigmoid,0.0078125,2,4,42,0.7254901960784313,0.7619047619047619,0.64,0.7,0.8076923076923077,0.6956521739130435,0.6611570247933884,0.7238461538461538,0.45474301401034056
58,sigmoid,0.0078125,2,4,43,0.803921568627451,0.8571428571428571,0.72,0.7666666666666667,0.8846153846153846,0.782608695652174,0.743801652892562,0.8023076923076923,0.6141374725294291
58,sigmoid,0.0078125,2,4,44,0.803921568627451,0.8571428571428571,0.72,0.7666666666666667,0.8846153846153846,0.782608695652174,0.743801652892562,0.8023076923076923,0.6141374725294291
58,sigmoid,0.0078125,3,0,41,0.8235294117647058,0.84,0.8076923076923077,0.8076923076923077,0.84,0.8235294117647058,0.813953488372093,0.8238461538461539,0.6476923076923077
58,sigmoid,0.0078125,3,0,42,0.7843137254901961,0.8,0.7692307692307693,0.7692307692307693,0.8,0.7843137254901961,0.7751937984496124,0.7846153846153847,0.5692307692307692
58,sigmoid,0.0078125,3,0,43,0.7647058823529411,0.75,0.8076923076923077,0.782608695652174,0.72,0.7777777777777778,0.7954545454545454,0.7638461538461538,0.5301448025829223
58,sigmoid,0.0078125,3,0,44,0.8235294117647058,0.84,0.8076923076923077,0.8076923076923077,0.84,0.8235294117647058,0.813953488372093,0.8238461538461539,0.6476923076923077
58,sigmoid,0.0078125,3,1,41,0.6862745098039216,0.8461538461538461,0.44,0.631578947368421,0.9230769230769231,0.5789473684210527,0.48672566371681414,0.6815384615384615,0.4164777937957891
58,sigmoid,0.0078125,3,1,42,0.6470588235294118,0.8181818181818182,0.36,0.6,0.9230769230769231,0.5,0.40540540540540543,0.6415384615384616,0.34406049232311225
58,sigmoid,0.0078125,3,1,43,0.6470588235294118,0.7692307692307693,0.4,0.6052631578947368,0.8846153846153846,0.5263157894736842,0.4424778761061947,0.6423076923076922,0.3264762366619533
58,sigmoid,0.0078125,3,1,44,0.6666666666666666,0.75,0.48,0.6285714285714286,0.8461538461538461,0.5853658536585366,0.5172413793103449,0.6630769230769231,0.35138657838985177
58,sigmoid,0.0078125,3,2,41,0.8431372549019608,0.8148148148148148,0.88,0.875,0.8076923076923077,0.8461538461538461,0.8661417322834646,0.8438461538461539,0.6887527436463262
58,sigmoid,0.0078125,3,2,42,0.803921568627451,0.8,0.8,0.8076923076923077,0.8076923076923077,0.8,0.8,0.8038461538461539,0.6076923076923076
58,sigmoid,0.0078125,3,2,43,0.7843137254901961,0.75,0.84,0.8260869565217391,0.7307692307692307,0.7924528301886793,0.8203125,0.7853846153846153,0.5734219293243853
58,sigmoid,0.0078125,3,2,44,0.6666666666666666,0.6538461538461539,0.68,0.68,0.6538461538461539,0.6666666666666666,0.6746031746031746,0.666923076923077,0.33384615384615385
58,sigmoid,0.0078125,3,3,41,0.7843137254901961,0.8888888888888888,0.64,0.7272727272727273,0.9230769230769231,0.7441860465116279,0.6779661016949152,0.7815384615384615,0.5890215504940264
58,sigmoid,0.0078125,3,3,42,0.803921568627451,0.8571428571428571,0.72,0.7666666666666667,0.8846153846153846,0.782608695652174,0.743801652892562,0.8023076923076923,0.6141374725294291
58,sigmoid,0.0078125,3,3,43,0.803921568627451,0.8571428571428571,0.72,0.7666666666666667,0.8846153846153846,0.782608695652174,0.743801652892562,0.8023076923076923,0.6141374725294291
58,sigmoid,0.0078125,3,3,44,0.7647058823529411,0.8421052631578947,0.64,0.71875,0.8846153846153846,0.7272727272727273,0.6722689075630253,0.7623076923076924,0.5424327604368505
58,sigmoid,0.0078125,3,4,41,0.7254901960784313,0.7894736842105263,0.6,0.6875,0.8461538461538461,0.6818181818181818,0.6302521008403361,0.7230769230769231,0.4613064531574389
58,sigmoid,0.0078125,3,4,42,0.7450980392156863,0.8,0.64,0.7096774193548387,0.8461538461538461,0.7111111111111111,0.6666666666666666,0.7430769230769231,0.49777669463035495
58,sigmoid,0.0078125,3,4,43,0.6470588235294118,0.6521739130434783,0.6,0.6428571428571429,0.6923076923076923,0.625,0.6097560975609756,0.6461538461538461,0.2936662171742135
58,sigmoid,0.0078125,3,4,44,0.6078431372549019,0.6,0.6,0.6153846153846154,0.6153846153846154,0.6,0.6,0.6076923076923078,0.2153846153846154
58,sigmoid,0.015625,1,0,41,0.7647058823529411,0.7692307692307693,0.7692307692307693,0.76,0.76,0.7692307692307693,0.7692307692307693,0.7646153846153847,0.5292307692307693
58,sigmoid,0.015625,1,0,42,0.7647058823529411,0.8181818181818182,0.6923076923076923,0.7241379310344828,0.84,0.75,0.7142857142857143,0.7661538461538462,0.5372904002475901
58,sigmoid,0.015625,1,0,43,0.6862745098039216,0.6923076923076923,0.6923076923076923,0.68,0.68,0.6923076923076923,0.6923076923076923,0.6861538461538461,0.3723076923076923
58,sigmoid,0.015625,1,0,44,0.7450980392156863,0.782608695652174,0.6923076923076923,0.7142857142857143,0.8,0.7346938775510204,0.7086614173228346,0.7461538461538462,0.49459573418814906
58,sigmoid,0.015625,1,1,41,0.7058823529411765,0.7777777777777778,0.56,0.6666666666666666,0.8461538461538461,0.6511627906976745,0.5932203389830508,0.7030769230769232,0.42486800363503546
58,sigmoid,0.015625,1,1,42,0.6666666666666666,0.75,0.48,0.6285714285714286,0.8461538461538461,0.5853658536585366,0.5172413793103449,0.6630769230769231,0.35138657838985177
58,sigmoid,0.015625,1,1,43,0.7843137254901961,0.8181818181818182,0.72,0.7586206896551724,0.8461538461538461,0.7659574468085106,0.7377049180327869,0.783076923076923,0.5714533736737374
58,sigmoid,0.015625,1,1,44,0.6666666666666666,0.7222222222222222,0.52,0.6363636363636364,0.8076923076923077,0.6046511627906976,0.5508474576271186,0.6638461538461539,0.34279123020554
58,sigmoid,0.015625,1,2,41,0.8431372549019608,0.8695652173913043,0.8,0.8214285714285714,0.8846153846153846,0.8333333333333334,0.8130081300813008,0.8423076923076923,0.6877971928553948
58,sigmoid,0.015625,1,2,42,0.7647058823529411,0.7407407407407407,0.8,0.7916666666666666,0.7307692307692307,0.7692307692307693,0.7874015748031497,0.7653846153846153,0.5315876880491779
58,sigmoid,0.015625,1,2,43,0.7450980392156863,0.7142857142857143,0.8,0.782608695652174,0.6923076923076923,0.7547169811320755,0.78125,0.7461538461538462,0.49459573418814906
58,sigmoid,0.015625,1,2,44,0.8431372549019608,0.8148148148148148,0.88,0.875,0.8076923076923077,0.8461538461538461,0.8661417322834646,0.8438461538461539,0.6887527436463262
58,sigmoid,0.015625,1,3,41,0.6862745098039216,0.7142857142857143,0.6,0.6666666666666666,0.7692307692307693,0.6521739130434783,0.6198347107438017,0.6846153846153846,0.37504578475079636
58,sigmoid,0.015625,1,3,42,0.7058823529411765,0.7083333333333334,0.68,0.7037037037037037,0.7307692307692307,0.6938775510204082,0.6854838709677419,0.7053846153846154,0.4114026455337116
58,sigmoid,0.015625,1,3,43,0.6470588235294118,0.64,0.64,0.6538461538461539,0.6538461538461539,0.64,0.64,0.6469230769230769,0.29384615384615387
58,sigmoid,0.015625,1,3,44,0.6274509803921569,0.6153846153846154,0.64,0.64,0.6153846153846154,0.6274509803921569,0.6349206349206349,0.6276923076923078,0.2553846153846154
58,sigmoid,0.015625,1,4,41,0.8627450980392157,0.95,0.76,0.8064516129032258,0.9615384615384616,0.8444444444444444,0.7916666666666666,0.8607692307692307,0.7387888284229002
